CivilWar;
"APR 12, 1861 \n The First Battle of Fort Sumter";resources/images/civilwarflag.png;"When the Fort Sumter was resupplied on April 12th, Confederate troops began shelling it from the mainland. The bombardment lasted for 34 hours striaght, until the Union soldiers surrendered. Surprisingly, no soldiers on either side were killed by enemy fire.";
